appid,name,content,positive_ratio
660880,b,"Game: b. Description: play as you desire b free flight experience. Genres: Casual, Free to Play, Indie. Steamspy_tags: Anime, Story Rich, Memes. Categories: Single-player, Partial Controller Support",0.8958792072978924
661000,Flow:The Sliding,"Game: Flow:The Sliding. Description: Enjoy the rhythmic music and beat the SCORE!!!. Genres: Casual, Indie. Steamspy_tags: Indie, Casual, Great Soundtrack. Categories: Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards",0.7411167512690355
661790,Witch Hunt,"Game: Witch Hunt. Description: Witch Hunt is a challenging horror themed hunting game that takes place in the 18th century. Main focus of the game is on exploration, non-linearity, and atmosphere.. Genres: Action, Adventure, Indie. Steamspy_tags: Horror, Adventure, Indie. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.8852459016393442
661800,Mad Muzzles,"Game: Mad Muzzles. Description: Tired of shooters and survivors? Rest and mash the brain with a logical game three in a row. The game will be interesting not only to boys and girls, but also to their parents. A lot of levels, from light to hard. Mad Muzzles will be remembered to you and leave a pleasant impression for a long time.. Genres: Casual, Indie, Strategy. Steamspy_tags: Strategy, Indie, Casual. Categories: Single-player, Steam Achievements",0.6548672566371682
661940,Regular Human Basketball,"Game: Regular Human Basketball. Description: Ready to play some ball? Grab a team, suit up, and climb inside your human! Prep its thrusters, lower the all-terrain wheels, and spin up that flailing magnet-arm. It's time to play Regular Human Basketball!. Genres: Indie, Sports. Steamspy_tags: Sports, Indie, Local Multiplayer. Categories: Multi-player, Online Multi-Player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats",0.9603960396039604
661950,FlyingRock: Arena,"Game: FlyingRock: Arena. Description: FlyingRock: Arena – is top-down arcade, wherein player control weapon by mouse. Goal in game – to kill enemy by weapon or rock that directed blows of weapon. This game about brutal fights with fast fencing.. Genres: Free to Play, Indie. Steamspy_tags: Free to Play, Indie. Categories: Single-player, Commentary available",0.5581395348837209
661960,Dragon Lords: 3D Strategy,"Game: Dragon Lords: 3D Strategy. Description: Dragon Lords is an epic fantasy strategy game with amazing 3D graphics! Build a fearsome castle, gather an indomitable army of elves and dwarves, recruit legendary heroes, use the magic of nature and the crushing power of dragons to make battles go your way.. Genres: Free to Play, Massively Multiplayer, Strategy. Steamspy_tags: Free to Play, Strategy, Massively Multiplayer. Categories: Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Steam Leaderboards, Steam Turn Notifications",0.6785714285714286
662470,SoundLites,"Game: SoundLites. Description: Use your Lite tool to build and explore a Sonic Light landscape.. Genres: Casual, Free to Play, Indie. Steamspy_tags: Free to Play, Indie, Casual. Categories: Single-player, Steam Achievements",0.7857142857142857
662700,Chop and Drop VR,"Game: Chop and Drop VR. Description: Take on the job of a line worker removing troublesome trees! Get out your chainsaw and use your control levers to maneuver the utility bucket in all directions, but watch your head!. Genres: Casual, Free to Play, Indie, Simulation. Steamspy_tags: Free to Play, Simulation, Casual. Categories: Single-player",0.7142857142857143
662830,Bombix,"Game: Bombix. Description: Do you like shooting? Then arm yourself - the world of Bombix awaits you! You will find yourself in the shoes of a small but VERY dangerous fighter, gather together a team of thugs and show 'em all how to fight!. Genres: Action, RPG, Strategy. Steamspy_tags: Strategy, Action, RPG. Categories: Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Co-op, Online Co-op, Local Co-op, Shared/Split Screen, In-App Purchases",0.6831325301204819
663090,Granado Espada,"Game: Granado Espada. Description: Granado Espada, the long-standing MMORPG beloved in dozens of countries around the world for its unique control system that allows you to take the role of up to 3 different characters simultaneously! Now available in English to Southeast Asia players, from imcgames.. Genres: Free to Play, Massively Multiplayer, RPG. Steamspy_tags: Free to Play, RPG, Massively Multiplayer. Categories: Online Multi-Player, MMO, Steam Trading Cards, In-App Purchases",0.5934426229508196
663380,Tales from Candlekeep: Tomb of Annihilation,"Game: Tales from Candlekeep: Tomb of Annihilation. Description: On the deadly peninsula of Chult, an adventuring party must fight their way through dangerous jungles, labyrinths and dungeons to find and reverse the cause of the death curse. Choose to play as one or more of the four adventurers to face many perilous challenges and deadly foes throughout the quest.. Genres: Adventure, RPG, Strategy. Steamspy_tags: Adventure, RPG, Dungeons & Dragons. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.7698412698412699
663390,Rento Fortune - Online Dice Board Game,"Game: Rento Fortune - Online Dice Board Game. Description: Rento is multiplayer business dice game. It is board game for 2 to 6 players.Trade lands, build houses, win auctions, roll wheel of fortune, risk in Russian Roulette and have fun.. Genres: Casual, Indie, Massively Multiplayer, Strategy. Steamspy_tags: Casual, Strategy, Board Game. Categories: Single-player, Multi-player, Online Multi-Player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Stats, Steam Leaderboards",0.5223488168273445
664180,Draw Puzzle 画之谜,"Game: Draw Puzzle 画之谜. Description: Draw puzzle is a casual puzzle game that is relaxing and challenging. Solving the puzzle by connecting squares with the same color and number to unlock pixel art.. Genres: Casual, Indie. Steamspy_tags: Casual, Indie, Puzzle. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor",0.9794168096054888
665090,The Initial,"Game: The Initial. Description: THE INITIAL is a hyper action game about pretty schoolgirls battling against evil. It's developed by a small team of five developers. We hope you will love this game as much as we do.. Genres: Action, Adventure, Indie, RPG. Steamspy_tags: Action, Female Protagonist, Hack and Slash. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats",0.7784564131038312
665180,Dark Elf,"Game: Dark Elf. Description: In the time of war, a dark elf mercenary of stunning beauty lives a unspeakable and licentious life with a teenage boy named Ruse she accidently saved. They live together and leads a rather peaceful life. But due to darkness in others’ mind, their life was doomed.. Genres: Adventure, Indie, RPG. Steamspy_tags: Sexual Content, Nudity, Mature. Categories: Single-player, Steam Trading Cards, Steam Cloud",0.8976640711902113
665360,Comedy Night,"Game: Comedy Night. Description: Do you have the talent to face off against other comedians in a live comedy show contest. See how your material holds up in the face of brutal audience members who can vote you off or the relentless smack talk from other performers.. Genres: Casual, Indie, Simulation. Steamspy_tags: Multiplayer, Casual, Comedy. Categories: Multi-player, Online Multi-Player, Steam Trading Cards, In-App Purchases, Partial Controller Support",0.7662100456621005
665490,The Monster Inside,"Game: The Monster Inside. Description: A film noir style audio-visual novella. A mysterious woman... a string of murders... and a man with a hidden past.. Genres: Free to Play, Indie. Steamspy_tags: Free to Play, Indie, Visual Novel. Categories: Single-player, Steam Achievements",0.8730017761989343
665740,Book Of Potentia 2,"Game: Book Of Potentia 2. Description: Book Of Potentia 2 is a dungeon crawler where you play as a sorceress on her journey to retrieve her stolen spell book. The best part is it's 100% free!. Genres: Free to Play, Indie. Steamspy_tags: Free to Play, Indie, Rogue-like. Categories: Single-player, Shared/Split Screen, Full controller support",0.7211538461538461
666020,Shark Dating Simulator XL,"Game: Shark Dating Simulator XL. Description: Shark Dating Simulator XL is a quick-to-play comedy visual novel with colorful cartoon characters and a multiple choice storyline with consequences for your actions. The only thing for sure is that at some point you'll make it with a shark girl. Go you!. Genres: Adventure, Casual, Indie, RPG, Simulation, Early Access. Steamspy_tags: Early Access, Nudity, Sexual Content. Categories: Single-player",0.9106628242074928
666140,My Time At Portia,"Game: My Time At Portia. Description: Start a new life in the enchanting town of Portia! Restore your Pa's neglected workshop to its former glory by fulfilling commissions, growing crops, raising animals, and befriending the quirky inhabitants of this charming post-apocalyptic land!. Genres: Adventure, Casual, Indie, RPG, Simulation. Steamspy_tags: Open World, Crafting, RPG. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.9061255612979752
666220,CS2D,"Game: CS2D. Description: CS2D is a free fast-paced top-down multiplayer shooter. Featuring many different game modes, a built-in map editor and much more.. Genres: Action, Casual, Free to Play, Indie. Steamspy_tags: Free to Play, Multiplayer, Action. Categories: Single-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, Includes level editor",0.8938393839383938
666570,Infectonator 3: Apocalypse,"Game: Infectonator 3: Apocalypse. Description: A campy, crazy pixelart zombie apocalypse arcade sim where you're the bad guy. Drop your virus and spread it across the globe while you unlock a whole horde of bizarre undead to do your bidding.. Genres: Indie, Simulation, Strategy. Steamspy_tags: Indie, Strategy, Simulation. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.7358490566037735
666860,Bit Heroes,"Game: Bit Heroes. Description: Explore a vast new MMORPG world inspired by your favorite pixellated dungeon crawlers. Collect and craft thousands of pieces of loot to increase your power. Build your team by capturing monsters and bosses to fight at your side in old school, turn-based combat.. Genres: Adventure, Free to Play, Massively Multiplayer, RPG. Steamspy_tags: Free to Play, RPG, Adventure. Categories: Single-player, MMO, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",0.7567567567567568
667530,Drunken Wrestlers 2,"Game: Drunken Wrestlers 2. Description: Drunken Wrestlers 2 is a funny physics-based multiplayer fighting game with Steam Workshop support.. Genres: Action, Casual, Free to Play, Indie, Simulation, Sports. Steamspy_tags: Free to Play, Multiplayer, Simulation. Categories: Multi-player, Online Multi-Player, Shared/Split Screen, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor",0.8174097664543525
667600,Sky Force Reloaded,"Game: Sky Force Reloaded. Description: Sky Force Reloaded is a classic shoot ‘em up experience packed in gorgeous visuals and excellent gameplay. Enjoy flashy explosions, beautiful scenery and massive bosses in single player or local cooperative modes.. Genres: Action, Indie. Steamspy_tags: Shoot 'Em Up, Action, Indie. Categories: Single-player, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.9347826086956522
667720,Red Faction Guerrilla Re-Mars-tered,"Game: Red Faction Guerrilla Re-Mars-tered. Description: Red Faction: Guerrilla re-defines the limits of destruction-based game-play with a huge open-world, fast-paced guerrilla-style combat, and true physics-based destruction.. Genres: Gore. Steamspy_tags: Destruction, Open World, Sci-fi. Categories: Single-player, Multi-player, Online Multi-Player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.7712230215827338
667870,MINDNIGHT,"Game: MINDNIGHT. Description: MINDNIGHT is a free-to-play online multiplayer, a game of deceit, accusations and unpredictability. It challenges the player's ability to lie and detect other players that are lying.. Genres: Free to Play, Indie, RPG, Strategy. Steamspy_tags: Free to Play, RPG, Strategy. Categories: Multi-player, Online Multi-Player, Steam Achievements, In-App Purchases, Stats",0.8300258843830889
667890,Dead Maze,"Game: Dead Maze. Description: Dead Maze is a 2D MMO game set in a destroyed contemporary world, filled with zombies. Explore the world, scavenge and craft as many items as possible, to survive the hostile environment and upgrade your gear and camp as you go.. Genres: Action, Free to Play, Massively Multiplayer. Steamspy_tags: Free to Play, Survival, Massively Multiplayer. Categories: Multi-player, Online Multi-Player, MMO, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases",0.7177449867574726
667970,VTOL VR,"Game: VTOL VR. Description: VTOL VR is a near-futuristic combat flight game built for Virtual Reality. Pilot advanced multi-role jets, using your hands to flip switches, press buttons, and manipulate the virtual flight controls.. Genres: Action, Indie, Simulation, Early Access. Steamspy_tags: Early Access, Simulation, Action. Categories: Single-player",0.9453781512605042
668210,Super Fancy Pants Adventure,"Game: Super Fancy Pants Adventure. Description: Super Fancy Pants Adventure is a wild free-running adventure with buttery smooth platforming and a slick fountain pen!. Genres: Action, Adventure, Casual, Indie. Steamspy_tags: Indie, Casual, Action. Categories: Single-player, Steam Achievements, Partial Controller Support",0.8722943722943723
668350,Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,"Game: Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi. Description: Higurashi When They Cry is a sound novel. The music, backgrounds and characters work together to create a world that is the stage of a novel for the user to read. They laugh and cry and get angry. The user takes the point of view of the protagonist to experience the story.. Genres: Adventure. Steamspy_tags: Adventure, Visual Novel, Horror. Categories: Single-player, Steam Trading Cards, Steam Cloud",0.9871794871794872
668630,Tricolour Lovestory,"Game: Tricolour Lovestory. Description: Time flies and never comes back. But with an incredible 1-million-word script and 100+ original CGs, this game will take you back to when you were young, simple and pure. Go and get the love of your life back, start something new, or end everything in flame, that's for you to decide!. Genres: Nudity, Adventure, Casual, Indie. Steamspy_tags: Visual Novel, Dating Sim, Sexual Content. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.910377358490566
668770,Solarium,"Game: Solarium. Description: Challenge yourself. What do you really know about plants? Want to find out? And win some points to build your own custom plants? Then welcome to Solarium!. Genres: Adventure, Free to Play, Simulation. Steamspy_tags: Free to Play, Adventure, Simulation. Categories: Single-player",0.6333333333333333
669050,Mutiny!!,"Game: Mutiny!!. Description: Mutiny!! is set in a world of fantasy, and adventure. A realm where airships can sail among the clouds as well as the sea, entering the flogiston to journey to other planes. There’s treasure spread out over many planes if you’re brave or curious enough to find it!. Genres: Nudity, Indie. Steamspy_tags: Sexual Content, Nudity, Visual Novel. Categories: Single-player, Steam Achievements, Steam Trading Cards",0.8785046728971962
669440,IKAROS,"Game: IKAROS. Description: A virtual reality game project using &quot;redirected walking technology&quot; that can enhance immersive adventure experience.. Genres: Adventure, Free to Play, Indie. Steamspy_tags: Free to Play, Adventure, Indie. Categories: Single-player",0.8461538461538461
669580,The Ultimatest Battle,"Game: The Ultimatest Battle. Description: The Ultimatest Battle is a real-time, 2D platform game in which two teams compete in different game modes with an almost completely destructible environment. UB is a true Free-to-Play, absolutely no Pay-to-Win.. Genres: Action, Free to Play, Indie, Massively Multiplayer. Steamspy_tags: Free to Play, Action, Indie. Categories: Multi-player, Online Multi-Player, Cross-Platform Multiplayer, In-App Purchases",0.7745901639344263
669630,Hollowed,"Game: Hollowed. Description: Hollowed tells the story of a woman who will do anything to bring her perished loved one back to the world of the living. Control Halia and her spirit Oco simultaneously on a single controller in this side-scrolling puzzle platformer.. Genres: Action, Adventure, Indie. Steamspy_tags: Indie, Action, Adventure. Categories: Single-player, Steam Achievements, Full controller support",0.8141592920353983
670290,Real Pool 3D - Poolians,"Game: Real Pool 3D - Poolians. Description: Real Pool 3D (Poolians) is one of the best online pool game. Play against the computer or real players all over the world! It supports 8 different types of pool games and team play mode.. Genres: Casual, Free to Play, Indie, Simulation, Sports. Steamspy_tags: Free to Play, Simulation, Sports. Categories: Single-player, Multi-player, Online Multi-Player, In-App Purchases, Stats",0.7216981132075472
670350,The Free Ones,"Game: The Free Ones. Description: Follow Theo's dizzying adventure in first-person platformer &quot;The Free Ones&quot;. Soar through the air with your grapple, blaze a trail through the canyons and take part in an extraordinary story.. Genres: Adventure. Steamspy_tags: Adventure, 3D Platformer, Parkour. Categories: Single-player, Steam Achievements, Full controller support, Steam Cloud",0.7969151670951157
670500,RC Plane 3,"Game: RC Plane 3. Description: Learn to fly a large selection of RC Planes in huge and beautiful scenarios rich of detail. Grab an easy flier to enjoy a majestic sunset over the hills of Tuscany or hop in a fast stunt plane to fly through barns and high voltage pylons.. Genres: Racing, Simulation, Sports. Steamspy_tags: Simulation, Racing, Sports. Categories: Single-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Leaderboards",0.6351351351351351
671310,Pararea--Social VR for Everyone (Beta),"Game: Pararea--Social VR for Everyone (Beta). Description: Pararea is a brand-new VR social product, which has online communication, entertainment, social and other innovative virtual space services.. Genres: Casual, Free to Play, Massively Multiplayer, RPG, Sports, Early Access. Steamspy_tags: Early Access, Free to Play, Casual. Categories: Multi-player, Online Multi-Player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer",0.6785714285714286
671440,Rise of Industry,"Game: Rise of Industry. Description: Full Release: May 2nd 2019. Rise of Industry is a complex strategic tycoon game that puts you in the shoes of an early 20th-century industrialist. Build and manage your growing empire in a living, breathing, and procedurally generated world that is constantly evolving and adapting to your playstyle.. Genres: Indie, Simulation, Strategy, Early Access. Steamspy_tags: Early Access, Management, Economy. Categories: Single-player, Steam Cloud",0.845509893455099
671510,DESOLATE,"Game: DESOLATE. Description: DESOLATE is a first person horror survival experience. Form a research team with up to 4 players and explore an open world filled with mysteries and unsolved questions, or do it all on your own.. Genres: Action, Adventure, RPG. Steamspy_tags: Survival, Multiplayer, Horror. Categories: Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Partial Controller Support, Steam Cloud",0.7009294696555495
671620,Beast Battle Simulator,"Game: Beast Battle Simulator. Description: Beast Battle Simulator is a physics based battle-simulation sandbox game featuring dinosaurs, animals, and humans. Kamikaze Zebras VS. T-Rex with laser guns, Lions VS. medieval knights; anything is possible! Watch as the beasts dismember and rip each other apart in gory detail!. Genres: Violent, Gore, Action, Indie, Simulation, Sports, Strategy. Steamspy_tags: Simulation, Strategy, Action. Categories: Single-player",0.8341836734693877
671720,Robin,"Game: Robin. Description: Robin is a short slice of life game that was made to give some visibility to an invisible illness - Chronic Fatigue Syndrome.. Genres: Casual, Free to Play, Indie, Simulation. Steamspy_tags: Free to Play, Simulation, Indie. Categories: Single-player, Steam Achievements, Captions available",0.8498659517426274
671800,Run!ZombieFood!,"Game: Run!ZombieFood!. Description: After the outbreak of the zombie virus, a group of survivors hit the zombie to survive! You can get a variety of special professional roles, weapons, supplies props, etc. - and perhaps a little white dog!. Genres: Violent, Gore, Adventure, Casual, Indie, Strategy. Steamspy_tags: Strategy, Violent, Indie. Categories: Single-player, Steam Achievements",0.7668711656441718
672630,Academia : School Simulator,"Game: Academia : School Simulator. Description: Design, construct, and manage the high school of your dreams! Build Science Labs, Art Rooms, and so much more! Hire excellent teachers for your students and guidance counselors for your delinquents! Can you rise up the ranks to be the number one school?. Genres: Indie, Simulation, Strategy, Early Access. Steamspy_tags: Early Access, Simulation, Management. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud",0.6910112359550562
672640,War Robots VR: The Skirmish,"Game: War Robots VR: The Skirmish. Description: War Robots VR: The Skirmish is a short, but highly immersive teaser-shooter for Oculus Rift and HTC Vive set in the universe of the War Robots franchise.. Genres: Action, Free to Play, Simulation. Steamspy_tags: Free to Play, Action, Robots. Categories: Single-player, Full controller support, VR Support",0.83399209486166
672650,MONITOR: The Game,"Game: MONITOR: The Game. Description: MONITOR is a narrative based game where you must find out what has happened to the CEO of Dolos Pharmaceuticals through audio bugs in his getaway retreat. The Steam Edition includes achievements, new extras and developer commentary that was previously unavailable.. Genres: Sexual Content, Violent, Free to Play. Steamspy_tags: Free to Play, Violent, Sexual Content. Categories: Single-player, Steam Achievements, Commentary available",0.8958333333333334
672680,Call of War,"Game: Call of War. Description: Take over the control of one of the mighty nations during the times of World War 2. Conquer provinces, forge alliances and build up your economy. Research top secret weapons of World War 2 and become the one true superpower!. Genres: Free to Play, Massively Multiplayer, Simulation, Strategy. Steamspy_tags: Free to Play, Strategy, World War II. Categories: Multi-player, Online Multi-Player, MMO, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",0.504
672730,Find You,"Game: Find You. Description: Play every character simultaneously and reunite them in mind boggling 100 levels. Genres: Free to Play, Indie. Steamspy_tags: Indie, Free to Play, Platformer. Categories: Single-player, Steam Achievements, Full controller support, Steam Cloud, Includes level editor",0.9465408805031448
672860,StellarHub,"Game: StellarHub. Description: StellarHub is a starbase management game where your job is to build a safe and functional space station. Deal with the challenges of managing a station crew while taking care of everyone’s needs. Your tasks include construction, extraction of resources, defense, trade, and more.. Genres: Simulation. Steamspy_tags: Simulation, Space, Base-Building. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.5779816513761468
673000,High Hell,"Game: High Hell. Description: High Hell is a neon-soaked, arcade-action first-person shooter from Terri Vellmann (Heavy Bullets) and Doseone (Enter the Gungeon, Gang Beasts).. Genres: Nudity, Violent, Gore, Action, Indie. Steamspy_tags: Action, Indie, Violent. Categories: Single-player, Steam Achievements, Steam Leaderboards",0.8643122676579925
673070,The Ranger: Lost Tribe,"Game: The Ranger: Lost Tribe. Description: The story happens on the mainland of Roland. As a ranger, you have witnessed a series of anomalies recently: the blood moon, mad animals... Now the elder chief of NaBaer expects you to suppress the mobs who plundered their tribe. Perhaps you can find some clues in the tribe seized by the mobs.. Genres: Violent, Action, Adventure, Free to Play, RPG, Simulation. Steamspy_tags: Free to Play, VR, Adventure. Categories: Single-player, Captions available, Steam Cloud",0.8272058823529411
673130,AMID EVIL,"Game: AMID EVIL. Description: A retro FPS for the ages! Once branded a HERETIC. Now YOU have been chosen as our champion! Reclaim our sacred weapons. Take back our ancient lands. If you can stand... AMID EVIL.. Genres: Action, Early Access. Steamspy_tags: Early Access, Action, FPS. Categories: Single-player, Steam Achievements, Full controller support, Steam Cloud",0.983108108108108
673260,Starblast,"Game: Starblast. Description: Fun, fast paced online multiplayer arcade space shooter. Take control of your spaceship, mine asteroids, increase your stats, upgrade to different types of spaceships with improved stats and weapons. Fight against other players and collect their gems.. Genres: Action, Casual, Indie, Massively Multiplayer. Steamspy_tags: Action, Massively Multiplayer, Indie. Categories: Multi-player, Online Multi-Player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support",0.7421875
673430,Mahjong Magic Islands,"Game: Mahjong Magic Islands. Description: Mahjong: Magic Islands features classic mahjong solitaire in a uniquely original visual format. Collecting components for magic spells adds a fun layer to the gameplay, and meeting cute magical creatures to help out gives the varied levels of the game more significant depth.. Genres: Casual, Free to Play. Steamspy_tags: Free to Play, Casual. Categories: Single-player, In-App Purchases",0.6976744186046512
673560,IOSoccer,"Game: IOSoccer. Description: IOSoccer is a free non-commercial competitive third-person online multiplayer soccer game that offers unparalleled freedom in ball control and gameplay depth.. Genres: Free to Play, Indie, Sports, Early Access. Steamspy_tags: Early Access, Free to Play, Sports. Categories: Multi-player, Online Multi-Player, Co-op, Online Co-op",0.7374749498997996
673610,Airport CEO,"Game: Airport CEO. Description: Airport CEO is a Tycoon and management game where you take seat as the CEO of your own airport. You will build the airport’s infrastructure with everything from runways to restaurants and check-in. Manage resources by hiring employees, signing contracts and making sure that the budget holds.. Genres: Indie, Simulation, Strategy, Early Access. Steamspy_tags: Early Access, Management, Simulation. Categories: Single-player",0.7784632641615256
673620,Slizer Battle Management System,"Game: Slizer Battle Management System. Description: Single player, sci-fi, minimalist Real Time Tactics game. Strategy without the stress: complex movement, damage, and detection replaces intense micro and economy management. Units are selected and outfitted before battle. Emphasises tactical choices over mechanical skill.. Genres: Free to Play, Indie, Simulation, Strategy. Steamspy_tags: Free to Play, Strategy, Simulation. Categories: Single-player, Captions available",0.782608695652174
673880,"Warhammer 40,000: Mechanicus","Game: Warhammer 40,000: Mechanicus. Description: Take control of the most technologically advanced army in the Imperium - The Adeptus Mechanicus. Your every decision will weigh heavily on the outcome of the mission, in this turn-based tactical game. Will you be blessed by the Omnissiah?. Genres: Strategy. Steamspy_tags: Strategy, Warhammer 40K, Turn-Based Tactics. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.9010934393638173
673900,Avem33,"Game: Avem33. Description: An arcade style flying game, which takes you through a path into an endless city. Follow the trail as much as possible, but don't get greedy. The longer you stay alive, the more points you will get. Beat the high score!. Genres: Casual, Free to Play, Indie, Racing. Steamspy_tags: Free to Play, Racing, Casual. Categories: Single-player",0.5666666666666667
673950,Farm Together,"Game: Farm Together. Description: Grow your own farm all by yourself, or cooperate with your friends in this unique, relaxing farming experience!. Genres: Casual, Indie, Simulation. Steamspy_tags: Simulation, Multiplayer, Agriculture. Categories: Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Co-op, Online Co-op, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.9081056671934974
674020,World War 3,"Game: World War 3. Description: World War 3 is a multiplayer military FPS set in a modern, global conflict. Join the fight in massive infantry battles, gain advantage over the enemy with personalized weapons, vehicles and drones. Experience true tactical combat in the global struggle where every battle counts.. Genres: Action, Indie, Early Access. Steamspy_tags: Early Access, FPS, Multiplayer. Categories: Online Multi-Player, Partial Controller Support",0.629615952732644
674400,Einar,"Game: Einar. Description: The player takes on the role of Einar, who is on a quest to kill the inhabitants of a Norse fishing village who are infected by a mysterious material. Use different weapons such as the bow, hammer and axe to clear the village of the monsters.. Genres: Violent, Action, Casual, Free to Play, Indie, Strategy. Steamspy_tags: Free to Play, Action, Survival. Categories: Single-player, Full controller support",0.6151624548736462
674520,Fight'N Rage,"Game: Fight'N Rage. Description: Fight’N Rage is a brand new old-school side-scroller beat’em up. Inspired by the classics from the “golden age”, and with an art style that mimics the aesthetic from the 90's arcade gems, this game pays homage to all classic gameplay features that makes this genre one of the best from its time!. Genres: Action, Indie. Steamspy_tags: Action, Indie, Beat 'em up. Categories: Single-player, Local Multi-Player, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud",0.9381313131313131
674750,Yet Another Zombie Defense HD,"Game: Yet Another Zombie Defense HD. Description: Top-down zombie shooter with tower defense elements featuring up to 4 players local and online co-op. Build your base by day, defend it by night, put your skills to the test to stay alive as long as possible! Darkness is coming. How long can YOU survive?. Genres: Action, Indie. Steamspy_tags: Action, Tower Defense, Zombies. Categories: Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Co-op, Online Co-op, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",0.8004509582863585
674940,Stick Fight: The Game,"Game: Stick Fight: The Game. Description: Stick Fight is a physics-based couch/online fighting game where you battle it out as the iconic stick figures from the golden age of the internet.. Genres: Action, Casual, Indie. Steamspy_tags: Multiplayer, Funny, Fighting. Categories: Multi-player, Online Multi-Player, Local Multi-Player, Shared/Split Screen, Partial Controller Support",0.8988857535634179
675010,MudRunner,"Game: MudRunner. Description: MudRunner is the ultimate off-road experience putting the players in the driver seat and dares them to take charge of incredible all-terrain vehicles, venturing across extreme Siberian landscapes with only a map and compass as guides!. Genres: Simulation. Steamspy_tags: Offroad, Driving, Simulation. Categories: Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud",0.8329770557218185
675260,Batman: The Enemy Within - The Telltale Series,"Game: Batman: The Enemy Within - The Telltale Series. Description: In this latest chapter from the award-winning studio behind Batman - The Telltale Series, both Bruce Wayne and Batman will be forced into precarious new roles. The Riddler has returned to terrorize Gotham City, but his gruesome puzzles merely foreshadow an even greater crisis.. Genres: Adventure. Steamspy_tags: Adventure, Story Rich, Choices Matter. Categories: Single-player, Steam Achievements, Full controller support",0.8627297614391866
675560,NAVYFIELD,"Game: NAVYFIELD. Description: Fight in World War II Era 32 vs 32 Naval Battles in Real Time!! ★ Take command of warships, including Aircraft Carriers, Submarines, and Battleships! ★ Train sailors and officers to assist your ship’s captain! ★ Capture and control the world’s harbors with your fleet!. Genres: Free to Play, Massively Multiplayer, RPG, Simulation, Strategy. Steamspy_tags: Strategy, Massively Multiplayer, Free to Play. Categories: Multi-player, Online Multi-Player, MMO, In-App Purchases",0.6742671009771987
675630,Super POTUS Trump,"Game: Super POTUS Trump. Description: A &quot;mini&quot; game tribute to Donald J. Trump's amazing and successful run for the U.S. presidency. #MAGA!. Genres: Casual, Free to Play, Indie. Steamspy_tags: Free to Play, Casual, Indie. Categories: Single-player, Steam Achievements, Steam Leaderboards",0.5595854922279793
676420,SiNKR,"Game: SiNKR. Description: SiNKR is a minimalist puzzle using various contraptions to sink pucks. Responsive ambient music. No holes left behind.. Genres: Casual, Indie. Steamspy_tags: Puzzle, Casual, Minimalist. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats",0.9357798165137616
